miRNA	SRR5144155	SRR5144156	SRR5144157	SRR5144158	SRR5144159	SRR5144160	SRR5144161	SRR5144162	SRR5144163	SRR5144164	SRR5144165	SRR5144166	SRR5144167	SRR5144168	SRR5144169	SRR5144170	SRR5144171	SRR5144172	SRR5144173	SRR5144174	SRR5144175	SRR5144176	SRR5144177
mmu-miR-6373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6380	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-miR-6381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6392-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6392-5p	0	0	2	2	0	0	0	1	1	0	0	0	1	2	1	2	1	1	0	0	0	1	0
mmu-miR-6393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6395	0	0	0	0	1	0	0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0
mmu-miR-6396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6399	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6412	18	32	11	16	12	14	11	13	21	10	20	8	11	23	22	34	34	37	14	15	16	15	3
mmu-miR-6413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6416-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6416-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6418-3p	20	12	11	10	15	15	5	17	5	8	18	5	8	20	22	38	22	14	2	9	12	14	1
mmu-miR-6418-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
mmu-miR-6419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6481	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
mmu-miR-6516-3p	0	0	0	1	0	1	2	0	3	5	0	0	0	2	0	2	1	0	0	1	2	1	0
mmu-miR-6516-5p	28	28	20	26	18	25	46	67	44	45	39	25	55	54	42	90	70	26	13	18	20	16	7
mmu-miR-652-3p	1651	2477	2416	1797	1351	2351	644	956	768	431	750	371	853	1080	1202	1549	973	726	426	280	349	427	168
mmu-miR-652-5p	7	11	6	5	13	12	6	8	5	7	5	2	2	6	9	7	4	7	4	2	2	3	1
mmu-miR-653-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-653-5p	29	45	43	39	22	26	52	42	45	12	26	8	10	19	9	16	16	6	2	7	3	5	1
mmu-miR-6537-3p	0	0	0	0	0	1	0	4	1	1	2	0	1	3	2	2	2	1	0	0	0	0	0
mmu-miR-6537-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6538	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
mmu-miR-6539	1	1	0	0	1	2	1	0	0	0	1	0	0	1	1	1	0	0	1	0	1	0	0
mmu-miR-654-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-654-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6540-3p	58	85	61	68	52	76	50	47	35	23	43	10	28	44	44	52	42	78	41	25	40	73	8
mmu-miR-6540-5p	137	146	127	126	121	141	142	179	148	89	128	64	76	89	105	149	111	178	94	66	101	102	28
mmu-miR-6541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6546-3p	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
mmu-miR-6546-5p	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-miR-664-3p	296	422	393	361	244	457	512	758	479	433	589	261	423	843	826	1093	761	423	173	125	186	236	46
mmu-miR-664-5p	58	68	55	42	45	63	111	132	86	87	105	44	153	180	164	259	223	75	47	25	43	45	16
mmu-miR-665-3p	56	69	75	61	47	74	98	100	98	66	72	36	114	162	145	181	102	61	21	24	36	47	13
mmu-miR-665-5p	0	0	1	0	0	0	0	1	0	0	0	0	2	0	1	1	1	1	0	0	0	1	0
mmu-miR-666-3p	847	901	819	684	651	893	1352	1567	1399	766	1350	717	2469	2667	2629	3489	2771	694	335	241	346	465	199
mmu-miR-666-5p	345	388	430	325	272	387	764	937	821	566	748	398	1067	1259	1263	1745	1212	468	221	215	263	275	136
mmu-miR-667-3p	956	1049	704	880	847	949	1152	1495	1096	629	1493	585	1576	2769	1842	4225	1594	754	379	125	207	580	135
mmu-miR-667-5p	14	11	10	6	8	18	37	42	27	24	32	17	36	43	44	65	55	8	8	6	5	5	2
mmu-miR-668-3p	1464	1850	1837	1399	1243	1916	2062	3068	2340	1625	2421	1374	3236	4220	3251	4677	4622	2336	1329	932	1173	1423	766
mmu-miR-668-5p	1	2	0	1	0	1	1	1	2	2	0	1	1	2	2	3	1	1	1	0	0	0	1
mmu-miR-669a-3-3p	1	5	2	2	2	3	0	0	1	2	3	2	1	7	2	2	2	2	0	0	0	0	0
mmu-miR-669a-3p	1404	2772	1824	2016	2004	1920	372	648	384	228	588	132	492	1128	1284	1944	612	1284	408	336	312	924	264
mmu-miR-669a-5p	518	924	588	322	336	798	294	98	238	210	126	140	322	448	420	420	336	448	210	140	154	196	84
mmu-miR-669b-3p	1	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
mmu-miR-669b-5p	51	111	57	57	42	39	12	21	21	6	27	12	30	30	45	63	42	45	12	15	15	33	3
mmu-miR-669c-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0
mmu-miR-669c-5p	30	69	53	45	36	56	28	47	42	19	36	15	59	66	67	96	80	60	38	15	21	22	8
mmu-miR-669d-2-3p	2	0	0	2	2	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0
mmu-miR-669d-3p	2	0	0	2	2	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0
mmu-miR-669d-5p	28	32	44	28	36	34	8	12	12	6	10	4	30	26	36	28	16	18	14	8	12	12	6
mmu-miR-669e-3p	3	3	2	1	1	3	0	1	0	0	1	0	0	4	1	4	9	0	0	1	0	1	0
mmu-miR-669e-5p	8	6	2	4	2	3	4	0	3	3	2	1	1	2	4	3	0	2	0	0	1	0	0
mmu-miR-669f-3p	5	7	3	7	4	8	1	2	2	0	5	1	2	1	9	8	8	11	3	3	2	4	0
mmu-miR-669f-5p	1	3	3	3	2	0	1	0	4	2	1	0	3	6	4	5	1	3	1	2	4	4	2
mmu-miR-669g	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669h-3p	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669h-5p	1	2	0	2	0	3	1	4	0	0	1	0	2	2	4	6	3	0	0	0	0	0	0
mmu-miR-669i	1	0	1	0	0	2	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0
mmu-miR-669j	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669k-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669k-5p	0	4	0	2	0	0	2	4	0	0	2	4	6	2	2	0	2	0	2	0	0	0	0
mmu-miR-669l-3p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-miR-669l-5p	5	6	4	4	6	5	2	1	1	1	3	1	6	1	5	6	3	5	1	0	0	2	2
mmu-miR-669m-3p	2	6	4	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	2	0
mmu-miR-669m-5p	0	10	0	0	10	0	0	0	0	10	0	0	10	20	10	0	0	0	10	0	0	0	0
mmu-miR-669n	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-669o-3p	1404	2772	1824	2016	2004	1920	372	648	384	228	588	132	492	1128	1284	1944	612	1284	408	336	312	924	264
mmu-miR-669o-5p	12	18	7	9	6	23	2	4	6	6	8	0	9	6	11	14	8	9	5	1	1	6	1
mmu-miR-669p-3p	4	0	2	2	0	2	2	2	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
mmu-miR-669p-5p	518	924	588	322	336	798	294	98	238	210	126	140	322	448	420	420	336	448	210	140	154	196	84
mmu-miR-670-3p	153	252	248	97	114	200	47	66	44	32	48	9	50	70	80	107	68	137	76	51	74	93	25
mmu-miR-670-5p	9	10	12	4	3	9	2	4	1	0	3	0	1	1	5	8	3	3	2	7	2	7	0
mmu-miR-671-3p	577	700	641	569	452	775	678	1120	659	618	695	415	964	1272	1059	1712	1579	1166	583	476	725	596	308
mmu-miR-671-5p	80	96	78	142	125	139	84	118	94	98	159	57	248	281	235	417	258	110	58	38	63	101	31
mmu-miR-6715-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-miR-6715-5p	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-miR-672-3p	8	19	6	3	9	9	22	18	18	11	15	10	13	44	25	28	40	17	18	19	16	21	10
mmu-miR-672-5p	49	38	37	26	25	32	107	107	58	67	78	46	146	210	157	254	217	190	124	72	110	118	38
mmu-miR-673-3p	297	357	406	275	243	409	284	503	375	299	382	211	551	780	631	1034	719	323	170	127	185	163	87
mmu-miR-673-5p	426	529	495	421	339	513	647	1130	951	625	825	403	1409	1624	1233	2007	1752	1162	639	422	650	629	268
mmu-miR-674-3p	499	567	388	522	340	525	807	1025	731	616	789	373	578	668	517	862	777	1043	428	322	486	586	212
mmu-miR-674-5p	197	311	299	191	199	291	229	374	237	186	307	108	301	363	370	475	396	411	192	127	134	245	80
mmu-miR-675-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-675-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-676-3p	468	543	523	439	397	577	1725	2018	1384	1179	1479	853	2559	3329	2383	4509	4316	3144	2048	1269	1841	2002	847
mmu-miR-676-5p	174	217	191	187	167	197	418	514	377	310	376	220	475	653	537	844	755	833	484	316	447	573	203
mmu-miR-6769b-3p	6	5	3	4	8	8	4	5	1	4	4	3	2	3	5	9	3	4	4	3	3	5	2
mmu-miR-6769b-5p	2	5	1	2	1	2	3	1	7	4	6	2	2	5	3	3	9	4	1	0	2	2	1
mmu-miR-677-3p	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0
mmu-miR-677-5p	53	63	66	54	44	64	66	82	73	65	62	26	74	142	111	193	125	59	38	32	54	45	15
mmu-miR-678	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-679-3p	2	1	1	1	1	1	4	4	3	0	3	0	4	4	3	3	3	2	1	0	0	0	0
mmu-miR-679-5p	53	65	75	41	29	62	82	77	63	36	57	31	99	164	118	179	143	36	22	12	22	21	6
mmu-miR-680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-688	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mmu-miR-6896-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6896-5p	15	15	7	26	9	9	16	11	13	9	9	4	18	17	11	19	2	8	3	1	5	7	3
mmu-miR-6897-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6897-5p	1	1	0	0	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	2	1	0	0
mmu-miR-6898-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
mmu-miR-6898-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
mmu-miR-6899-3p	9	23	27	27	11	14	5	5	8	3	9	6	9	13	9	13	21	9	3	5	7	9	4
mmu-miR-6899-5p	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
mmu-miR-690	2	14	6	6	7	4	9	10	11	13	8	3	7	20	8	15	11	20	24	10	13	3	9
mmu-miR-6900-3p	0	0	2	0	0	0	0	0	0	1	2	0	0	1	0	1	0	0	1	0	0	0	0
mmu-miR-6900-5p	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
mmu-miR-6901-3p	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-miR-6901-5p	5	6	6	0	4	11	2	3	1	0	1	0	3	2	3	6	2	0	1	0	0	2	1
mmu-miR-6902-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6902-5p	1	1	1	1	1	1	3	1	1	0	1	0	1	3	1	0	2	2	1	0	1	1	0
mmu-miR-6903-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6903-5p	0	0	0	0	0	1	3	2	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0
mmu-miR-6904-3p	0	0	0	2	0	1	2	0	0	0	1	0	1	2	0	3	2	0	1	1	0	0	0
mmu-miR-6904-5p	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6905-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
mmu-miR-6905-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
mmu-miR-6906-3p	1	0	0	1	0	0	0	1	0	0	0	0	0	2	0	1	1	0	1	0	1	1	0
mmu-miR-6906-5p	0	1	0	2	1	1	1	2	0	1	1	2	1	2	0	5	4	2	0	0	0	0	0
mmu-miR-6907-3p	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0
mmu-miR-6907-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6908-3p	0	2	4	0	0	0	1	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0
mmu-miR-6908-5p	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0
mmu-miR-6909-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6909-5p	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0
mmu-miR-691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6910-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
mmu-miR-6910-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-miR-6911-3p	4	14	12	8	6	15	6	8	7	6	7	5	9	11	6	12	7	15	4	1	7	6	0
mmu-miR-6911-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
mmu-miR-6912-3p	1	0	0	1	1	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	1	0
mmu-miR-6912-5p	0	0	0	2	0	2	0	0	0	0	0	0	1	3	0	2	2	1	0	0	0	1	0
mmu-miR-6913-3p	8	5	4	9	3	6	7	5	2	1	0	1	10	13	11	9	14	3	7	1	5	2	1
mmu-miR-6913-5p	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
mmu-miR-6914-3p	5	5	7	4	6	7	5	7	5	2	8	2	5	11	11	8	14	7	3	4	2	3	1
mmu-miR-6914-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6915-3p	3	2	1	0	1	3	0	0	2	1	0	1	1	1	1	5	2	1	0	0	1	1	0
mmu-miR-6915-5p	0	0	0	0	0	1	1	0	1	1	0	0	1	0	0	2	1	0	0	2	0	0	0
mmu-miR-6916-3p	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-miR-6916-5p	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	2	0	1	0	0	0
mmu-miR-6917-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6917-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6918-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6918-5p	1	1	1	2	0	0	0	1	1	0	1	0	4	3	4	1	4	2	1	0	1	0	0
mmu-miR-6919-3p	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-miR-6919-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-692	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	0	3	0	0	0	0	0
mmu-miR-6920-3p	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
mmu-miR-6920-5p	0	1	1	0	0	0	0	2	0	2	0	1	1	2	0	4	1	1	2	0	1	0	1
mmu-miR-6921-3p	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0
mmu-miR-6921-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6922-3p	1	0	1	3	0	2	0	0	1	0	0	0	1	2	1	1	0	1	0	0	0	3	0
mmu-miR-6922-5p	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0
mmu-miR-6923-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6923-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6924-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6924-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6925-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
mmu-miR-6925-5p	0	1	0	0	0	1	0	1	1	0	0	0	0	3	0	2	0	2	0	0	1	0	0
mmu-miR-6926-3p	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0
mmu-miR-6926-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
mmu-miR-6927-3p	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
mmu-miR-6927-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6928-3p	2	0	0	0	0	0	1	0	2	1	5	0	2	2	1	1	1	0	0	0	2	0	0
mmu-miR-6928-5p	0	0	0	2	0	0	2	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	1
mmu-miR-6929-3p	2	0	0	0	0	0	1	4	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1
mmu-miR-6929-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-693-3p	1	1	1	0	0	4	5	1	0	1	1	0	2	4	1	3	2	0	4	0	1	4	0
mmu-miR-693-5p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
mmu-miR-6930-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6930-5p	0	1	1	0	0	3	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0
mmu-miR-6931-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
mmu-miR-6931-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
mmu-miR-6932-3p	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0
mmu-miR-6932-5p	1	1	1	3	0	4	0	0	0	0	0	2	2	4	1	7	0	2	1	0	2	2	1
mmu-miR-6933-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6933-5p	2	0	0	0	0	0	0	2	1	0	0	2	2	2	3	3	1	1	0	0	1	0	0
mmu-miR-6934-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6934-5p	0	1	8	1	3	0	0	1	0	0	1	0	1	0	1	3	0	1	1	0	0	1	0
mmu-miR-6935-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
mmu-miR-6935-5p	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0
mmu-miR-6936-3p	0	0	2	0	0	1	3	2	0	1	2	0	3	1	2	2	0	1	1	0	0	1	0
mmu-miR-6936-5p	0	0	4	1	3	0	1	1	0	0	0	0	1	4	2	5	1	0	0	1	0	0	0
mmu-miR-6937-3p	1	6	4	3	0	3	1	2	1	1	0	1	0	0	6	4	2	3	0	0	3	2	0
mmu-miR-6937-5p	1	1	1	2	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
mmu-miR-6938-3p	0	1	2	0	1	1	2	0	0	1	3	0	0	0	2	2	1	4	1	0	2	2	0
mmu-miR-6938-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-6939-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
mmu-miR-6939-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mmu-miR-694	0	0	1	0	0	0	0	0	0	0	0	1	3	3	5	7	3	0	0	0	2	0	0
mmu-miR-6940-3p	5	5	3	8	3	9	3	4	1	1	8	0	7	6	5	4	1	3	3	0	0	0	2
mmu-miR-6940-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
